"question","answer"
" چگونه می‌توان خلاصه سند ماه را تهیه کرد؟ " , "􈠠برای تهیه خلاصه سند ماه از دوره‌های اجرا استفاده می‌شود. دوره‌های اجرا در منوی دفاتر قانونی تعریف می‌شوند و با استفاده از آن‌ها می‌توان دفاتر قانونی را بر اساس خلاصه اسناد دریافت کرد. هر دوره اجرا می‌تواند برای بازه زمانی مشخصی مانند یک ماه تعریف شود. عموماً سند افتتاحیه، 12 سند ماهانه، سند بستن حساب‌های موقت و اختتامیه و هر نوع سند خاص دیگر مانند اصلاحیه پایان دوره، به صورت خلاصه در دفاتر قانونی ثبت می‌شود لذا برای هر یک از این موارد یک دوره اجرای مجزا تعریف می‌شود. نحوه کار به ترتیب مراحل زیر است: 1- در فرم معرفی دوره‌های اجرا هر دوره را بر مبنای بازه زمانی تعریف می‌کنیم.  2- در فرم مدیریت دوره‌های اجرا، هر یک از اسناد را با توجه به تاریخ آن و نوع سند در زیرمجموعه دوره اجرای مربوط به آن قرار می‌دهیم. برای این کار از لیست اسنادی که به هیچ دوره اجرایی مرتبط نشده‌اند، اسناد مورد نظر را با کلید + انتخاب کرده و سپس با استفاده از دکمه "تعیین دوره اجرا"، دوره مورد نظر را از لیست دوره‌های اجرا انتخاب می‌کنیم.  3- پس از ایجاد ارتباط بین اسناد با دوره‌های اجرا، در فرم مدیریت دوره‌های اجرا می‌توان از طریق کمبوباکس دوره اجرا، گزارشی از خلاصه اسناد هر ماه به تفکیک دریافت کرد. همچنین در دفاتر قانونی بر اساس خلاصه سند و بسیاری از گزارش‌های مالی مانند تراز آزمایشی، امکان دریافت گزارش به تفکیک دوره‌های اجرا وجود دارد. 🟣 مثال 1 : برای دریافت دفاتر قانونی سند افتتاحیه، کافیست در فرم "معرفی دوره‌های اجرا" نام دوره اجرا را افتتاحیه و بازه زمانی آن را به تاریخ سند افتتاحیه (مثلا اگر تاریخ سند 1/1 است، تاریخ دوره از 1/1 تا 1/1 در نظر گرفته شود) قرار داده و سپس در فرم "مدیریت دوره‌های اجرا" سند افتتاحیه را به دوره اجرای افتتاحیه مرتبط کنیم. از آنجاییکه سند افتتاحیه به صورت تک سند در دفاتر قانونی ثبت می‌شود، با انتخاب دوره اجرای افتتاحیه در فرم "دفتر روزنامه یا دفتر کل بر اساس خلاصه سند"، می‌توانید دفاتر قانونی آن را دریافت کنید.  🟣 مثال 2 : برای خلاصه سند فروردین ماه، کافیست در فرم "معرفی دوره های اجرا" نام دوره اجرا را دوره فروردین و بازه زمانی آن را 1/1 تا 1/31 قرار داده و سپس در فرم "مدیریت دوره‌های اجرا" تمامی اسناد موجود در این بازه زمانی (به جز سند افتتاحیه اگر تاریخ این سند در فروردین ماه باشد) را به دوره اجرای فروردین مرتبط کنیم. گفتنی است در این فرم امکان محدود کردن بازه زمانی برای یافتن اسناد مرتبط با هر دوره اجرا وجود دارد. اینک در فرم "مدیریت دوره‌های اجرا" با انتخاب دوره اجرای فروردین از کمبوباکس مربوطه می‌توان گزارشی از خلاصه اسناد فروردین ماه دریافت کرد و از آن پرینت گرفت. همچنین با انتخاب دوره اجرای فروردین در فرم "دفتر روزنامه یا دفتر کل بر اساس خلاصه سند"، می‌توانید دفاتر قانونی فروردین ماه را دریافت کنید.  🟤 نکته 1 : بازه زمانی دوره‌های اجرا نباید با هم همپوشانی داشته باشد. 🟤 نکته 2 : در هنگام دفترنویسی باید همه اسناد ثبت شده باشند و سند ناترازی نیز وجود نداشته باشد. لذا امکان ارتباط اسناد ثبت نشده با دوره‌های اجرا وجود ندارد.  🟤 نکته 3 : هر سند تنها می‌تواند در یک دوره اجرا عضو شود ولی هر دوره اجرا می‌تواند از یک تا تعداد نامحدودی سند را در زیرمجموعه خود داشته باشد.  🟤 نکته 4 : در فرم "مدیریت دوره‌های اجرا" می‌توانید پس از انتخاب هر دوره اجرا، گزارشی از خلاصه اسناد برای بازه تاریخی دلخواه (نه لزوما یک ماه) تهیه کنید. "
" کارتابل در دست اقدام چیست؟ " , "􈠠کارتابل در دست اقدام، در واقع یک کارتابل برای آیتم‌های موقتی است. چنانچه آیتمی نیاز به پیگیری داشته باشد، با انتخاب آیتم در کارتابل جاری و انتخاب انتقال به در دست اقدام از نوار ابزار بالای صفحه می‌توان آیتم را به کارتابل در دست اقدام منتقل کرد . #آزمون#سطح0 "
" منظور از ارجاع چیست؟ " , "􈠠ارجاع، عملی است که با انجام آن بر روی یک ورودی در کارتابل اعم از نامه، فرم اداری و... آن مورد را به شخص دیگری ارسال و سبب ایجاد چرخه بر روی آن سند می‌شود. هر شخص می‌تواند به پست‌های موجود در حیطه ارجاع خود، این عمل را انجام دهد. #آزمون#سطح1 "
" آیا فاصله تاریخی دوره های مالی می تواند همپوشانی داشته باشد؟ " , "􈢠در حالت بنگاه‌های خصوصی همپوشانی دوره های مالی معمول نیست و سیستم نیز اجازه این عمل را به کاربر نمی‏‌دهد ولی در سازمانها و موسسات دولتی معمولا دوره مالی هر سال تا پایان فروردین سال بعد تعریف شده و بدین ترتیب حداقل یک ماه بین دوره مالی جاری با دوره مالی بعدی همپوشانی تاریخی به وجود می آید و سیستم نیز در حالتی که برنامه با OPTION‌ دولتی آماده شده باشد اجازه این همپوشانی تاریخی را خواهد داد. "
" منظور از حیطه ارجاع چیست؟ " , "􈠠حیطه ارجاع به مفهوم آنست که متصدی هر پست می‌تواند تنها به متصدیان پست‌های همتراز خود در همان واحد سازمانی و مدیر مستقیم خود ارجاع دهد و نیز مدیران هر واحد سازمانی، می‌توانند به تمام افراد زیرمجموعه‌ی خود، مدیر مستقیم بالاتر از خود و مدیران همتراز خود در سازمان ارجاع دهند. 🟤 نکته : معمولاً در بسیاری موارد لازم است افراد علاوه بر پست‌های موجود در حیطه دسترسی خود به پست‌های دیگری نیز دسترسی داشته باشند و این دسترسی بر حسب شرایط کاری موقت یا دائم بوجود می‌آید نه بواسطه ارتباط سلسله مراتب سازمانی. تحت این شرایط سیستم اجازه می‌دهد این پست ها بعنوان استثناء در حیطه ارجاع قرار گیرند و طبعاً می‌توان با رفع شرایط خاص آنها را از حیطه ارجاع خارج کرد. #آزمون#سطح1 "
" منظور از نامه در اتوماسیون اداری چیست؟ " , "􈠠نامه در مکاتبات اداری به متنی گفته می‌شود که توسط فردی ( دارای حق امضاء) تائید و در دبیرخانه ثبت شده است. در اینصورت متن (در اتوماسیون اداری ) از حالت پیش نویس خارج شده و به صورت نامه در می‌آید. در صورت نداشتن شرط نامه (ثبت نامه در دبیرخانه) حتی با وجود داشتن امضاء ، متن بصورت پیش نویس (پاکت‌های نارنجی رنگ ) نمایش داده خواهد شد. انواع نامه می‌تواند داخلی، صادره و وارده باشد. #آزمون#سطح1 "
" تفاوت میان انواع نامه‌ها در چیست؟ " , "􈠠بطور کلی در مکاتبات اداری سه نوع اصلی نامه وجود دارد : وارده، صادره و داخلی نامه‌های وارده، شامل تمامی اسناد و مکاتباتی است که از بیرون به یک سازمان وارد، در دبیرخانه آن سازمان ثبت و به واحدهای مختلف سازمان جهت اقدام، پیگیری و اطلاع ارسال می‌شود. نامه‌های صادره، تمامی مکاتباتی است که مدیر (یا دارنده حق امضاء) در هر واحد سازمانی آن را امضاء، در دبیرخانه سازمان آن را ثبت و به سازمانی بیرون از خود ارسال می‌شود. نامه‌های داخلی مکاتباتی است که میان واحدهای مختلف یک سازمان و پس از امضاء توسط ایجاد کننده‌ی آن گردش می‌یابد. #آزمون#سطح1 "
" فرم اداری چیست؟ " , "􈠠برای انجام کارهایی که در هر سازمان به صورت روزمرّه در واحدهای مختلف تکرار می‌شوند(مانند مرخصی، درخواست مأموریت و...)، از فرم‌های اداری استفاده می‌شود. این فرم‌ها معمولاً نیازمند تأیید یک یا چند مدیر هستند که مدیر سیستم می‌تواند، روال‌های موجود برای گردش یک فرم را در سیستم تعریف کند. #آموزش "
" یادداشت اداری چیست؟ " , "􈠠یادداشت اداری، یکی از انواع ورودی‌های کارتابل به حساب می‌آید. یادداشت اداری هنگامی مورد استفاده قرار می‌گیرد که بخواهیم بدون در نظر گرفتن سیر مراحل تولید یک نامه اداری، بین واحدهای درون سازمان مکاتبه کنیم. یادداشت اداری به لحاظ اداری و اجرایی می‌تواند همان رسمیت نامه را داشته باشد لیکن به لحاظ ملاحظات حقوقی، سندیت آن را ندارد. 🟤 نکته : یادداشت اداری در بسیاری موارد جایگزین مناسبی برای نامه‌های داخلی سازمان‌ها است. #آزمون #سطح1 "
"چگونه می‌توان کلمه عبور خود را تغییر داد؟ " , "􈠠در صفحه‌ی اصلی برنامه،امکان تغییر کلمه‌ی عبور وحود دارد. با انتخاب تغییر کلمه عبور و با وارد کردن کلمه عبور فعلی،کلمه‎ی عبور جدید و تکرار آن و کلیک روی تایید کلمه عبور جدید را تعریف کنید. از این پس می‌توانید با کلمه عبور جدید خود وارد سیستم شوید. توصیه می‌شود برای حفاظت از کلمه عبور خود، آن را در بازه‌های زمانی مشخص تغییر دهید. #آزمون #سطح0 "
" تفاوت اصلی حسابها و ثبت مالی موجودی دائمی و ادواری چیست؟ " , "􈢠در سیستم‌های حسابداری دو روش نگهداری اطلاعات موجودی کالا در انبارها و ارزش ریالی آن‌ها در حسابداری وجود دارد که شامل روش های دائمی و ادواری هستند. در شرکت‌های مختلف بر اساس روش حسابداری و انتخاب حسابدار می‌توان از یکی از این روش‌ها استفاده کرد. تفاوت های عمده این دو روش به صورت زیر است: 1- اختلاف در سرفصل‌های مالی و ثبت های مالی در ثبت موجودی دائمی : سرفصلی به نام خرید و تخفیفات و برگشت از خرید وجود ندارد.در ثبت موجودی ادواری : حسابی به نام قیمت تمام شده کالای فروش رفته وجود ندارد.در هر دو روش حساب موجودی کالا وجود دارد ولی در روش ادواری این حساب فقط در افتتاحیه و بستن حسابها گردش دارد.هنگام گرفتن گزارش سود و زیان در روش ادواری موجودی کالا در پایان دوره باید مشخص شود. 2 - اختلاف در سندهای مربوط به خرید و فروش در روش دائمی برای خرید کالا، ثبت مالی با حساب موجودی مواد و کالا و به نام انبار ایجاد می‌شود.همچنین برای فروش کالا، از حساب موجودی مواد و کالا استفاده شده و آرتیکل مجزا برای قیمت تمام شده کالا نیز ثبت می‌شود.در روش ادواری حساب موجودی مواد و کالا گردش نداشته و حساب خرید برای ثبت مالی عملیات خرید کالا مورد استفاده قرار می‌گیرد. همچنین برخلاف روش دائمی ثبتی برای قیمت تمام شده کالا ایجاد نمی‌شود.  "
